,car_name,model_name,no_of_owner,KMS_Driven,fuel_type,mfg_year,colour,seating_capacity,milage,price,original_price
302,Hyundai,Santro,"{{cityName}},",{{transmission}},|,"2,963",{{color}},5,20,5.53,6.5
303,Hyundai,Verna,"{{cityName}},",{{transmission}},|,"9,434",{{color}},5,FWD,10.37,10.58
304,Toyota,Yaris,First,"19,785",Petrol,2018,White,5,17.1,7.83,8.57
305,Honda,WR-V,First,"11,002",Petrol,2019,Grey,5,17.5,8.55,8.84
306,Honda,City,"{{cityName}},",{{transmission}},|,"90,860",{{color}},5,FWD,6.88,7.29
307,Honda,CR-V,Second,"62,577",Petrol,2015,Black,5,13.69999981,8.67,10.84
308,Maruti,Suzuki,First,"49,870",CNG,2020,White,5,30.47,5.6,5.8
309,Tata,Altroz,First,"7,956",Petrol,2020,Grey,5,19.05,7.48,6.01
310,Maruti,Suzuki,Second,"53,092",Petrol,2017,Silver,5,19.12,6.32,7.8
311,Maruti,Suzuki,First,"47,072",Petrol,2017,Black,5,20.5,4.76,4.37
312,Maruti,Suzuki,First,"37,333",Petrol,2017,White,5,20.5,4.57,4.44
313,Maruti,Suzuki,First,"23,329",CNG,2021,Orange,4,78,5.74,5.85
314,Maruti,Suzuki,Second,"32,530",CNG,2021,Grey,5,32.52,5.74,5.85
315,Ford,EcoSport,Second,"54,120",Diesel,2017,Others,5,23,5.99,7.09
316,Maruti,Suzuki,First,"54,674",CNG,2012,Others,5,Manual,2.79,2.8
317,Volkswagen,Ameo,"{{cityName}},",{{transmission}},|,"64,500",{{color}},5,17.83,4.1,4.87
318,Maruti,Suzuki,First,"91,114",Diesel,2014,Others,5,23.4,5.52,4.73
319,Mercedes-Benz,GLE,First,"54,000",Diesel,2017,White,5,Automatic,42.75,47.73
320,Tata,Nexon,First,"20,000",Electric,2021,Green,5,127,15.25,15.63
321,Mercedes-Benz,E-Class,Second,"31,267",Petrol,2017,White,5,12.06,41,37.03
322,Mercedes-Benz,GLE,First,"54,000",Diesel,2017,White,5,Automatic,42.75,47.73
323,Honda,Amaze,First,"49,000",Diesel,2017,Red,5,25.8,5.95,6.03
324,Hyundai,Aura,First,"24,009",CNG,2021,Grey,5,28,7.6,8.22
325,Hyundai,Verna,Second,"56,165",Diesel,2012,Maroon,5,Manual,4.5,4.17
326,Honda,All,First,"8,624",Petrol,2022,White,5,18.4,13.65,12.87
327,Maruti,Suzuki,First,"11,736",Petrol,2018,Blue,5,22,6.35,6.52
328,Honda,Jazz,First,"17,847",Petrol,2019,White,5,18.7,6.8,7.75
329,Maruti,Suzuki,"{{cityName}},",{{transmission}},|,"10,519",{{color}},5,20.52,6.8,7.75
330,BMW,X1,First,"4,902",Diesel,2022,Black,5,RWD,43.5,37.9
331,Mercedes-Benz,E-Class,Second,"29,675",Petrol,2011,White,5,12.06,11.25,13.78
332,Audi,Q2,First,"20,000",Petrol,2020,White,5,188,29.25,35.38
333,Hyundai,Santro,First,"2,963",Petrol,2021,Blue,5,20,5.53,6.5
334,Toyota,Yaris,First,"19,785",Petrol,2018,White,5,17.1,7.83,8.57
335,Honda,WR-V,First,"11,002",Petrol,2019,Grey,5,17.5,8.55,8.84
336,Hyundai,Verna,First,"9,434",Petrol,2019,Silver,5,FWD,10.37,10.58
337,Honda,City,Second,"60,621",Petrol,2016,Silver,5,FWD,7.07,7.31
338,Honda,City,First,"90,860",Diesel,2016,Maroon,5,FWD,6.88,7.29
339,Honda,CR-V,Second,"62,577",Petrol,2015,Black,5,13.69999981,8.67,10.84
340,Maruti,Suzuki,First,"49,870",CNG,2020,White,5,30.47,5.6,5.8
341,Tata,Altroz,First,"7,956",Petrol,2020,Grey,5,19.05,7.48,6.01
342,Maruti,Suzuki,Second,"53,092",Petrol,2017,Silver,5,19.12,6.32,7.8
343,Maruti,Suzuki,First,"23,329",CNG,2021,Orange,4,78,5.74,5.85
344,Maruti,Suzuki,Second,"32,530",CNG,2021,Grey,5,32.52,5.74,5.85
345,Maruti,Suzuki,First,"47,072",Petrol,2017,Black,5,20.5,4.76,4.37
346,Maruti,Suzuki,First,"37,333",Petrol,2017,White,5,20.5,4.57,4.44
347,Maruti,Suzuki,"{{cityName}},",{{transmission}},|,"54,674",{{color}},5,Manual,2.79,2.8
348,Ford,EcoSport,Second,"54,120",Diesel,2017,Others,5,23,5.99,7.09
349,Hyundai,i20,First,"13,616",Petrol,2014,Others,5,18.15,4.97,4.57
350,Maruti,Suzuki,Second,"84,784",Diesel,2015,Others,5,23.65,5.59,6.41
351,Mercedes-Benz,GLE,First,"54,000",Diesel,2017,White,5,Automatic,42.75,47.73
352,Volkswagen,Taigun,First,780,Petrol,2022,Grey,5,178,18,16.41
353,Honda,City,First,"22,000",Petrol,2018,Brown,5,FWD,7.75,8.87
354,Renault,Duster,First,"48,000",Diesel,2015,Brown,5,19.01,5.6,6.56
355,Honda,Brio,Second,"33,000",Petrol,2014,Red,5,19.4,3.25,3.79
356,Hyundai,Grand,First,"23,000",Petrol,2017,White,5,19.77,4.4,4.63
357,MG,ZS,First,"7,500",Electric,2021,Blue,5,FWD,23,23.6
358,Honda,Amaze,First,"36,471",Petrol,2021,White,5,19,9.2,7.99
359,Maruti,Suzuki,First,"11,736",Petrol,2018,Blue,5,22,6.35,6.52
360,Honda,Jazz,First,"17,847",Petrol,2019,White,5,18.7,6.8,7.75
361,Maruti,Suzuki,First,"10,519",Petrol,2021,Brown,5,20.52,6.8,7.75
362,BMW,X1,First,"4,902",Diesel,2022,Black,5,RWD,43.5,37.9
363,Mercedes-Benz,E-Class,Second,"29,675",Petrol,2011,White,5,12.06,11.25,13.78
364,Audi,Q2,First,"20,000",Petrol,2020,White,5,188,29.25,35.38
365,Hyundai,Verna,First,"9,434",Petrol,2019,Silver,5,FWD,10.37,10.58
366,Honda,City,First,"90,860",Diesel,2016,Maroon,5,FWD,6.88,7.29
367,Honda,CR-V,Second,"62,577",Petrol,2015,Black,5,13.69999981,8.67,10.84
368,Maruti,Suzuki,First,"49,870",CNG,2020,White,5,30.47,5.6,5.8
369,Maruti,Suzuki,First,"23,329",CNG,2021,Orange,4,78,5.74,5.85
370,Maruti,Suzuki,Second,"32,530",CNG,2021,Grey,5,32.52,5.74,5.85
371,Tata,Altroz,First,"7,956",Petrol,2020,Grey,5,19.05,7.48,6.01
372,Maruti,Suzuki,"{{cityName}},",{{transmission}},|,"53,092",{{color}},5,19.12,6.32,7.8
373,Honda,City,"{{cityName}},",{{transmission}},|,"60,621",{{color}},5,FWD,7.07,7.31
374,Hyundai,Santro,First,"2,963",Petrol,2021,Blue,5,20,5.53,6.5
375,Toyota,Yaris,First,"19,785",Petrol,2018,White,5,17.1,7.83,8.57
376,Honda,WR-V,"{{cityName}},",{{transmission}},|,"11,002",{{color}},5,17.5,8.55,8.84
377,Maruti,Suzuki,First,"47,072",Petrol,2017,Black,5,20.5,4.76,4.37
378,Maruti,Suzuki,First,"37,333",Petrol,2017,White,5,20.5,4.57,4.44
379,Maruti,Suzuki,First,"54,674",CNG,2012,Others,5,Manual,2.79,2.8
380,Hyundai,i20,First,"13,616",Petrol,2014,Others,5,18.15,4.97,4.57
381,Maruti,Suzuki,Second,"84,784",Diesel,2015,Others,5,23.65,5.59,6.41
382,Ford,EcoSport,Second,"18,014",Petrol,2019,Others,5,17,8.53,8.16
383,Renault,Kwid,First,"2,070",Petrol,2020,Silver,5,23.01,4.65,4.02
384,Ford,Fiesta,First,"31,575",Petrol,2011,Silver,5,11.7,1.95,2.29
385,Honda,City,First,"60,381",Petrol,2015,Grey,5,FWD,6.5,6.78
386,Hyundai,Elite,First,"59,235",Petrol,2015,Blue,5,18.6,4.99,5.35
387,Hyundai,Grand,First,"23,000",Petrol,2017,White,5,19.77,4.4,4.63
388,Maruti,Suzuki,First,"27,800",Petrol,2017,Grey,5,23.1,3.9,4.57
389,Mahindra,XUV500,Second,"59,199",Diesel,2017,White,7,16,10.75,11.11
390,Toyota,Camry,First,"18,500",Petrol,2021,Black,5,19.16,41.75,36.79
391,Maruti,Suzuki,First,"11,736",Petrol,2018,Blue,5,22,6.35,6.52
392,Honda,Jazz,First,"17,847",Petrol,2019,White,5,18.7,6.8,7.75
393,Maruti,Suzuki,First,"10,519",Petrol,2021,Brown,5,20.52,6.8,7.75
394,BMW,X1,First,"4,902",Diesel,2022,Black,5,RWD,43.5,37.9
395,Mercedes-Benz,E-Class,Second,"29,675",Petrol,2011,White,5,12.06,11.25,13.78
396,Audi,Q2,First,"20,000",Petrol,2020,White,5,188,29.25,35.38
397,Maruti,Suzuki,First,"47,072",Petrol,2017,Black,5,20.5,4.76,4.37
398,Maruti,Suzuki,First,"37,333",Petrol,2017,White,5,20.5,4.57,4.44
399,Honda,City,"{{cityName}},",{{transmission}},|,"60,621",{{color}},5,FWD,7.07,7.31
400,Toyota,Yaris,First,"19,785",Petrol,2018,White,5,17.1,7.83,8.57
401,Honda,WR-V,First,"11,002",Petrol,2019,Grey,5,17.5,8.55,8.84
402,Honda,CR-V,Second,"62,577",Petrol,2015,Black,5,13.69999981,8.67,10.84
403,Maruti,Suzuki,First,"49,870",CNG,2020,White,5,30.47,5.6,5.8
404,Maruti,Suzuki,First,"23,329",CNG,2021,Orange,4,78,5.74,5.85
405,Maruti,Suzuki,Second,"32,530",CNG,2021,Grey,5,32.52,5.74,5.85
406,Tata,Altroz,First,"7,956",Petrol,2020,Grey,5,19.05,7.48,6.01
407,Maruti,Suzuki,Second,"53,092",Petrol,2017,Silver,5,19.12,6.32,7.8
408,Hyundai,Santro,First,"2,963",Petrol,2021,Blue,5,20,5.53,6.5
409,Hyundai,Verna,First,"9,434",Petrol,2019,Silver,5,FWD,10.37,10.58
410,Honda,City,First,"90,860",Diesel,2016,Maroon,5,FWD,6.88,7.29
411,Maruti,Suzuki,"{{cityName}},",{{transmission}},|,"54,674",{{color}},5,Manual,2.79,2.8
412,Ford,EcoSport,Second,"54,120",Diesel,2017,Others,5,23,5.99,7.09
413,Hyundai,i20,First,"13,616",Petrol,2014,Others,5,18.15,4.97,4.57
414,Maruti,Suzuki,Second,"84,784",Diesel,2015,Others,5,23.65,5.59,6.41
415,Audi,Q5,First,"72,901",Diesel,2018,White,5,23.65,5.59,6.41
416,Jaguar,XJ,Second,"20,500",Diesel,2017,Maroon,5,12.9,48.25,58.99
417,Mahindra,XUV500,First,"48,547",Diesel,2015,Red,7,15.1,8.5,7.8
418,Audi,A4,First,"86,000",Diesel,2017,White,5,FWD,25,27.65
419,Honda,Amaze,First,"49,000",Diesel,2017,Red,5,25.8,5.95,6.03
420,Volkswagen,Passat,"{{cityName}},",{{transmission}},|,"42,799",{{color}},5,17.42,21.5,26.34
421,Audi,A4,First,"13,575",Petrol,2021,White,5,188,42,43.45
422,Maruti,Suzuki,First,"27,800",Petrol,2017,Grey,5,23.1,3.9,4.57
423,Maruti,Suzuki,First,"11,736",Petrol,2018,Blue,5,22,6.35,6.52
424,Honda,Jazz,First,"17,847",Petrol,2019,White,5,18.7,6.8,7.75
425,Maruti,Suzuki,First,"10,519",Petrol,2021,Brown,5,20.52,6.8,7.75
426,BMW,X1,First,"4,902",Diesel,2022,Black,5,RWD,43.5,37.9
427,Mercedes-Benz,E-Class,Second,"29,675",Petrol,2011,White,5,12.06,11.25,13.78
428,Audi,Q2,First,"20,000",Petrol,2020,White,5,188,29.25,35.38
429,Honda,City,Second,"60,621",Petrol,2016,Silver,5,FWD,7.07,7.31
430,Hyundai,Santro,"{{cityName}},",{{transmission}},|,"2,963",{{color}},5,20,5.53,6.5
431,Hyundai,Verna,"{{cityName}},",{{transmission}},|,"9,434",{{color}},5,FWD,10.37,10.58
432,Toyota,Yaris,First,"19,785",Petrol,2018,White,5,17.1,7.83,8.57
433,Honda,WR-V,"{{cityName}},",{{transmission}},|,"11,002",{{color}},5,17.5,8.55,8.84
434,Honda,CR-V,Second,"62,577",Petrol,2015,Black,5,13.69999981,8.67,10.84
435,Maruti,Suzuki,First,"23,329",CNG,2021,Orange,4,78,5.74,5.85
436,Maruti,Suzuki,Second,"32,530",CNG,2021,Grey,5,32.52,5.74,5.85
437,Maruti,Suzuki,First,"49,870",CNG,2020,White,5,30.47,5.6,5.8
438,Tata,Altroz,First,"7,956",Petrol,2020,Grey,5,19.05,7.48,6.01
439,Maruti,Suzuki,Second,"53,092",Petrol,2017,Silver,5,19.12,6.32,7.8
440,Maruti,Suzuki,First,"47,072",Petrol,2017,Black,5,20.5,4.76,4.37
441,Maruti,Suzuki,"{{cityName}},",{{transmission}},|,"37,333",{{color}},5,20.5,4.57,4.44
442,Honda,City,First,"90,860",Diesel,2016,Maroon,5,FWD,6.88,7.29
443,Maruti,Suzuki,"{{cityName}},",{{transmission}},|,"54,674",{{color}},5,Manual,2.79,2.8
444,Honda,All,First,"4,642",Petrol,2022,White,5,145,14.25,13.47
445,Hyundai,i20,"{{cityName}},",{{transmission}},|,"13,616",{{color}},5,18.15,4.97,4.57
446,Maruti,Suzuki,"{{cityName}},",{{transmission}},|,"84,784",{{color}},5,23.65,5.59,6.41
447,BMW,7,First,"6,200",Petrol,2022,Blue,5,335,1.28,1.52
448,Honda,Civic,First,"29,000",Petrol,2019,Silver,5,16.5,16.9,17.02
449,Ford,Endeavour,First,"78,000",Diesel,2016,White,7,10.91,26,22.01
450,Hyundai,Elite,First,"59,235",Petrol,2015,Blue,5,18.6,4.99,5.35
451,Ford,Figo,First,"64,983",Diesel,2013,Red,5,20,2.99,2.76
452,Maruti,Suzuki,First,"27,585",Petrol,2017,Blue,5,23.1,4.95,4.51
453,Maruti,Suzuki,"{{cityName}},",{{transmission}},|,"31,000",{{color}},5,19.12,6.95,7.47
454,Maruti,Suzuki,First,"32,000",Petrol,2018,Grey,5,23.2,6.95,6.68
455,Maruti,Suzuki,First,"11,736",Petrol,2018,Blue,5,22,6.35,6.52
456,Honda,Jazz,First,"17,847",Petrol,2019,White,5,18.7,6.8,7.75
457,Maruti,Suzuki,First,"10,519",Petrol,2021,Brown,5,20.52,6.8,7.75
458,BMW,X1,First,"4,902",Diesel,2022,Black,5,RWD,43.5,37.9
459,Mercedes-Benz,E-Class,Second,"29,675",Petrol,2011,White,5,12.06,11.25,13.78
460,Audi,Q2,First,"20,000",Petrol,2020,White,5,188,29.25,35.38
461,Honda,City,Second,"60,621",Petrol,2016,Silver,5,FWD,7.07,7.31
462,Hyundai,Santro,First,"2,963",Petrol,2021,Blue,5,20,5.53,6.5
463,Hyundai,Verna,First,"9,434",Petrol,2019,Silver,5,FWD,10.37,10.58
464,Toyota,Yaris,First,"19,785",Petrol,2018,White,5,17.1,7.83,8.57
465,Honda,WR-V,First,"11,002",Petrol,2019,Grey,5,17.5,8.55,8.84
466,Honda,City,First,"90,860",Diesel,2016,Maroon,5,FWD,6.88,7.29
467,Honda,CR-V,Second,"62,577",Petrol,2015,Black,5,13.69999981,8.67,10.84
468,Maruti,Suzuki,First,"49,870",CNG,2020,White,5,30.47,5.6,5.8
469,Tata,Altroz,First,"7,956",Petrol,2020,Grey,5,19.05,7.48,6.01
470,Maruti,Suzuki,Second,"53,092",Petrol,2017,Silver,5,19.12,6.32,7.8
471,Maruti,Suzuki,First,"47,072",Petrol,2017,Black,5,20.5,4.76,4.37
472,Maruti,Suzuki,First,"37,333",Petrol,2017,White,5,20.5,4.57,4.44
473,Maruti,Suzuki,First,"23,329",CNG,2021,Orange,4,78,5.74,5.85
474,Maruti,Suzuki,Second,"32,530",CNG,2021,Grey,5,32.52,5.74,5.85
475,Ford,EcoSport,Second,"54,120",Diesel,2017,Others,5,23,5.99,7.09
476,Maruti,Suzuki,"{{cityName}},",{{transmission}},|,"54,674",{{color}},5,Manual,2.79,2.8
477,Volkswagen,Ameo,Second,"64,500",Petrol,2016,Others,5,17.83,4.1,4.87
478,Maruti,Suzuki,First,"91,114",Diesel,2014,Others,5,23.4,5.52,4.73
479,Mercedes-Benz,GLE,First,"54,000",Diesel,2017,White,5,Automatic,42.75,47.73
480,Maruti,Suzuki,First,"86,077",CNG,2013,Blue,5,Manual,3.21,3.06
481,Jaguar,XJ,Second,"20,500",Diesel,2017,Maroon,5,12.9,48.25,58.99
482,Mercedes-Benz,GLE,First,"54,000",Diesel,2017,White,5,Automatic,42.75,47.73
483,Hyundai,Elite,Second,"23,025",Petrol,2016,White,5,18.6,5.65,6.06
484,Honda,City,Second,"63,000",Petrol,2014,White,5,FWD,4.75,5.36
485,Mercedes-Benz,E-Class,Second,"31,267",Petrol,2017,White,5,12.06,41,37.03
486,Mercedes-Benz,C-Class,"{{cityName}},",{{transmission}},|,"31,200",{{color}},5,14.74,25.75,29.05
487,Maruti,Suzuki,"{{cityName}},",{{transmission}},|,"11,736",{{color}},5,22,6.35,6.52
488,Honda,Jazz,First,"17,847",Petrol,2019,White,5,18.7,6.8,7.75
489,Maruti,Suzuki,First,"10,519",Petrol,2021,Brown,5,20.52,6.8,7.75
490,BMW,X1,First,"4,902",Diesel,2022,Black,5,RWD,43.5,37.9
491,Mercedes-Benz,E-Class,Second,"29,675",Petrol,2011,White,5,12.06,11.25,13.78
492,Audi,Q2,First,"20,000",Petrol,2020,White,5,188,29.25,35.38
493,Hyundai,Santro,First,"2,963",Petrol,2021,Blue,5,20,5.53,6.5
494,Toyota,Yaris,First,"19,785",Petrol,2018,White,5,17.1,7.83,8.57
495,Honda,WR-V,First,"11,002",Petrol,2019,Grey,5,17.5,8.55,8.84
496,Hyundai,Verna,First,"9,434",Petrol,2019,Silver,5,FWD,10.37,10.58
497,Honda,City,Second,"60,621",Petrol,2016,Silver,5,FWD,7.07,7.31
498,Honda,City,First,"90,860",Diesel,2016,Maroon,5,FWD,6.88,7.29
499,Honda,CR-V,Second,"62,577",Petrol,2015,Black,5,13.69999981,8.67,10.84
500,Maruti,Suzuki,First,"49,870",CNG,2020,White,5,30.47,5.6,5.8
501,Tata,Altroz,First,"7,956",Petrol,2020,Grey,5,19.05,7.48,6.01
502,Maruti,Suzuki,Second,"53,092",Petrol,2017,Silver,5,19.12,6.32,7.8
503,Maruti,Suzuki,First,"23,329",CNG,2021,Orange,4,78,5.74,5.85
504,Maruti,Suzuki,Second,"32,530",CNG,2021,Grey,5,32.52,5.74,5.85
505,Maruti,Suzuki,First,"47,072",Petrol,2017,Black,5,20.5,4.76,4.37
506,Maruti,Suzuki,First,"37,333",Petrol,2017,White,5,20.5,4.57,4.44
507,Maruti,Suzuki,First,"54,674",CNG,2012,Others,5,Manual,2.79,2.8
508,Ford,EcoSport,Second,"54,120",Diesel,2017,Others,5,23,5.99,7.09
509,Hyundai,i20,First,"13,616",Petrol,2014,Others,5,18.15,4.97,4.57
510,Maruti,Suzuki,Second,"84,784",Diesel,2015,Others,5,23.65,5.59,6.41
511,Kia,Sonet,First,"14,405",Petrol,2021,Silver,5,18.2,11,9.42
512,Maruti,Suzuki,"{{cityName}},",{{transmission}},|,"86,077",{{color}},5,Manual,3.21,3.06
513,Mercedes-Benz,M-Class,First,"59,000",Diesel,2014,White,5,AWD,24.5,25.59
514,Ford,Endeavour,First,"78,000",Diesel,2016,White,7,10.91,26,22.01
515,Honda,Jazz,First,"23,200",Petrol,2017,Silver,5,18.7,5.65,6.85
516,MG,ZS,"{{cityName}},",{{transmission}},|,"7,500",{{color}},5,FWD,23,23.6
517,Jeep,Meridian,First,"10,000",Diesel,2022,Maroon,7,168,32.75,37.09
518,BMW,5,First,"8,519",Diesel,2020,Blue,5,22.48,55,56.96
519,Maruti,Suzuki,First,"11,736",Petrol,2018,Blue,5,22,6.35,6.52
520,Honda,Jazz,First,"17,847",Petrol,2019,White,5,18.7,6.8,7.75
521,Maruti,Suzuki,First,"10,519",Petrol,2021,Brown,5,20.52,6.8,7.75
522,BMW,X1,First,"4,902",Diesel,2022,Black,5,RWD,43.5,37.9
523,Mercedes-Benz,E-Class,Second,"29,675",Petrol,2011,White,5,12.06,11.25,13.78
524,Audi,Q2,First,"20,000",Petrol,2020,White,5,188,29.25,35.38
525,Hyundai,Santro,First,"2,963",Petrol,2021,Blue,5,20,5.53,6.5
526,Toyota,Yaris,First,"19,785",Petrol,2018,White,5,17.1,7.83,8.57
527,Honda,WR-V,First,"11,002",Petrol,2019,Grey,5,17.5,8.55,8.84
528,Hyundai,Verna,First,"9,434",Petrol,2019,Silver,5,FWD,10.37,10.58
529,Honda,City,Second,"60,621",Petrol,2016,Silver,5,FWD,7.07,7.31
530,Honda,City,First,"90,860",Diesel,2016,Maroon,5,FWD,6.88,7.29
531,Honda,CR-V,Second,"62,577",Petrol,2015,Black,5,13.69999981,8.67,10.84
532,Maruti,Suzuki,"{{cityName}},",{{transmission}},|,"49,870",{{color}},5,30.47,5.6,5.8
533,Tata,Altroz,First,"7,956",Petrol,2020,Grey,5,19.05,7.48,6.01
534,Maruti,Suzuki,Second,"53,092",Petrol,2017,Silver,5,19.12,6.32,7.8
535,Maruti,Suzuki,First,"23,329",CNG,2021,Orange,4,78,5.74,5.85
536,Maruti,Suzuki,Second,"32,530",CNG,2021,Grey,5,32.52,5.74,5.85
537,Maruti,Suzuki,First,"47,072",Petrol,2017,Black,5,20.5,4.76,4.37
538,Maruti,Suzuki,First,"37,333",Petrol,2017,White,5,20.5,4.57,4.44
539,Maruti,Suzuki,First,"54,674",CNG,2012,Others,5,Manual,2.79,2.8
540,Ford,EcoSport,Second,"54,120",Diesel,2017,Others,5,23,5.99,7.09
541,Hyundai,i20,"{{cityName}},",{{transmission}},|,"13,616",{{color}},5,18.15,4.97,4.57
542,Maruti,Suzuki,Second,"84,784",Diesel,2015,Others,5,23.65,5.59,6.41
543,Tata,Nexon,First,"5,000",Electric,2022,Black,5,127,15.75,14.99
544,Hyundai,Elite,First,"59,235",Petrol,2015,Blue,5,18.6,4.99,5.35
545,Maruti,Suzuki,First,"13,000",Petrol,2017,Grey,5,FWD,5.65,5.89
546,Renault,Duster,First,"48,000",Diesel,2015,Brown,5,19.01,5.6,6.56
547,Ford,Endeavour,First,"57,000",Diesel,2018,White,7,12.62,28.99,26.51
548,Volkswagen,Taigun,First,780,Petrol,2022,Grey,5,178,18,16.41
549,MG,Hector,First,"17,000",Petrol,2020,White,6,FWD,18,18.72
550,Hyundai,Creta,First,"40,789",Petrol,2018,White,5,15.29,10.6,11.8
551,Maruti,Suzuki,First,"11,736",Petrol,2018,Blue,5,22,6.35,6.52
552,Honda,Jazz,First,"17,847",Petrol,2019,White,5,18.7,6.8,7.75
553,Maruti,Suzuki,First,"10,519",Petrol,2021,Brown,5,20.52,6.8,7.75
554,BMW,X1,First,"4,902",Diesel,2022,Black,5,RWD,43.5,37.9
555,Mercedes-Benz,E-Class,Second,"29,675",Petrol,2011,White,5,12.06,11.25,13.78
556,Audi,Q2,First,"20,000",Petrol,2020,White,5,188,29.25,35.38
557,Honda,City,Second,"60,621",Petrol,2016,Silver,5,FWD,7.07,7.31
558,Hyundai,Santro,First,"2,963",Petrol,2021,Blue,5,20,5.53,6.5
559,Hyundai,Verna,First,"9,434",Petrol,2019,Silver,5,FWD,10.37,10.58
560,Toyota,Yaris,First,"19,785",Petrol,2018,White,5,17.1,7.83,8.57
561,Honda,WR-V,First,"11,002",Petrol,2019,Grey,5,17.5,8.55,8.84
562,Honda,CR-V,Second,"62,577",Petrol,2015,Black,5,13.69999981,8.67,10.84
563,Maruti,Suzuki,First,"23,329",CNG,2021,Orange,4,78,5.74,5.85
564,Maruti,Suzuki,"{{cityName}},",{{transmission}},|,"32,530",{{color}},5,32.52,5.74,5.85
565,Maruti,Suzuki,First,"49,870",CNG,2020,White,5,30.47,5.6,5.8
566,Tata,Altroz,First,"7,956",Petrol,2020,Grey,5,19.05,7.48,6.01
567,Maruti,Suzuki,"{{cityName}},",{{transmission}},|,"53,092",{{color}},5,19.12,6.32,7.8
568,Maruti,Suzuki,First,"47,072",Petrol,2017,Black,5,20.5,4.76,4.37
569,Maruti,Suzuki,First,"37,333",Petrol,2017,White,5,20.5,4.57,4.44
570,Honda,City,First,"90,860",Diesel,2016,Maroon,5,FWD,6.88,7.29
571,Maruti,Suzuki,First,"54,674",CNG,2012,Others,5,Manual,2.79,2.8
572,Honda,All,First,"4,642",Petrol,2022,White,5,145,14.25,13.47
573,Hyundai,i20,"{{cityName}},",{{transmission}},|,"13,616",{{color}},5,18.15,4.97,4.57
574,Maruti,Suzuki,Second,"84,784",Diesel,2015,Others,5,23.65,5.59,6.41
575,Maruti,Suzuki,First,"32,946",Petrol,2020,Brown,5,20.52,5.59,6.41
576,Ford,Endeavour,First,"65,000",Diesel,2018,White,7,10.91,30,29.43
577,Maruti,Suzuki,First,"13,000",Petrol,2017,Grey,5,FWD,5.65,5.89
578,Ford,Fiesta,"{{cityName}},",{{transmission}},|,"31,575",{{color}},5,11.7,1.95,2.29
579,Honda,Jazz,First,"34,356",Petrol,2016,White,5,19,6.25,6.15
580,Toyota,Fortuner,Second,"1,37,000",Diesel,2013,White,7,12.55,14,14.17
581,Kia,Sonet,First,"14,405",Petrol,2021,Silver,5,18.2,11,9.42
582,MG,ZS,First,"7,500",Electric,2021,Blue,5,FWD,23,23.6
583,Maruti,Suzuki,First,"11,736",Petrol,2018,Blue,5,22,6.35,6.52
584,Honda,Jazz,First,"17,847",Petrol,2019,White,5,18.7,6.8,7.75
585,Maruti,Suzuki,"{{cityName}},",{{transmission}},|,"10,519",{{color}},5,20.52,6.8,7.75
586,BMW,X1,First,"4,902",Diesel,2022,Black,5,RWD,43.5,37.9
587,Mercedes-Benz,E-Class,"{{cityName}},",{{transmission}},|,"29,675",{{color}},5,12.06,11.25,13.78
588,Audi,Q2,First,"20,000",Petrol,2020,White,5,188,29.25,35.38
589,Honda,City,Second,"60,621",Petrol,2016,Silver,5,FWD,7.07,7.31
590,Hyundai,Santro,First,"2,963",Petrol,2021,Blue,5,20,5.53,6.5
591,Hyundai,Verna,First,"9,434",Petrol,2019,Silver,5,FWD,10.37,10.58
592,Toyota,Yaris,First,"19,785",Petrol,2018,White,5,17.1,7.83,8.57
593,Honda,WR-V,First,"11,002",Petrol,2019,Grey,5,17.5,8.55,8.84
594,Honda,CR-V,Second,"62,577",Petrol,2015,Black,5,13.69999981,8.67,10.84
595,Maruti,Suzuki,First,"23,329",CNG,2021,Orange,4,78,5.74,5.85
596,Maruti,Suzuki,Second,"32,530",CNG,2021,Grey,5,32.52,5.74,5.85
597,Maruti,Suzuki,First,"49,870",CNG,2020,White,5,30.47,5.6,5.8
598,Tata,Altroz,First,"7,956",Petrol,2020,Grey,5,19.05,7.48,6.01
599,Maruti,Suzuki,Second,"53,092",Petrol,2017,Silver,5,19.12,6.32,7.8
600,Maruti,Suzuki,First,"47,072",Petrol,2017,Black,5,20.5,4.76,4.37
601,Maruti,Suzuki,First,"37,333",Petrol,2017,White,5,20.5,4.57,4.44
602,Honda,City,First,"90,860",Diesel,2016,Maroon,5,FWD,6.88,7.29
603,Maruti,Suzuki,First,"54,674",CNG,2012,Others,5,Manual,2.79,2.8
604,Honda,All,First,"4,642",Petrol,2022,White,5,145,14.25,13.47
605,Hyundai,i20,"{{cityName}},",{{transmission}},|,"13,616",{{color}},5,18.15,4.97,4.57
606,Maruti,Suzuki,Second,"84,784",Diesel,2015,Others,5,23.65,5.59,6.41
607,Jaguar,XJ,Second,"20,500",Diesel,2017,Maroon,5,12.9,48.25,58.99
608,Renault,Kwid,First,"2,070",Petrol,2020,Silver,5,23.01,4.65,4.02
609,Maruti,Suzuki,First,"41,000",Petrol,2017,Blue,5,21.4,5.91,6.89
610,Honda,Amaze,First,"49,000",Diesel,2017,Red,5,25.8,5.95,6.03
611,Maruti,Suzuki,"{{cityName}},",{{transmission}},|,"15,984",{{color}},5,21.21,6.85,6.81
612,MG,ZS,First,"7,500",Electric,2021,Blue,5,FWD,23,23.6
