,car_name,model_name,no_of_owner,KMS_Driven,fuel_type,mfg_year,colour,seating_capacity,milage,price,original_price
514,Maruti,Suzuki,Second,53092,Petrol,2017,Silver,5,19.12,6.32,7.8
515,Maruti,Suzuki,First,47072,Petrol,2017,Black,5,20.5,4.76,4.37
516,Maruti,Suzuki,First,37333,Petrol,2017,White,5,20.5,4.57,4.44
519,Honda,All,First,4642,Petrol,2022,White,5,145,14.25,13.47
522,Renault,Kwid,First,2070,Petrol,2020,Silver,5,23.01,4.65,4.02
523,Maruti,Suzuki,First,41000,Petrol,2017,Blue,5,21.4,5.91,6.89
527,Hyundai,Elite,Second,23025,Petrol,2016,White,5,18.6,5.65,6.06
528,Honda,Jazz,First,17847,Petrol,2019,White,5,18.7,6.8,7.75
529,Maruti,Suzuki,First,10519,Petrol,2021,Brown,5,20.52,6.8,7.75
531,Mercedes-Benz,E-Class,Second,29675,Petrol,2011,White,5,12.06,11.25,13.78
532,Audi,Q2,First,20000,Petrol,2020,White,5,188,29.25,35.38
533,Honda,City,Second,60621,Petrol,2016,Silver,5,18.7,7.07,7.31
534,Hyundai,Santro,First,2963,Petrol,2021,Blue,5,20,5.53,6.5
535,Hyundai,Verna,First,9434,Petrol,2019,Silver,5,18.7,10.37,10.58
536,Toyota,Yaris,First,19785,Petrol,2018,White,5,17.1,7.83,8.57
537,Honda,WR-V,First,11002,Petrol,2019,Grey,5,17.5,8.55,8.84
538,Honda,CR-V,Second,62577,Petrol,2015,Black,5,13.69999981,8.67,10.84
542,Tata,Altroz,First,7956,Petrol,2020,Grey,5,19.05,7.48,6.01
543,Maruti,Suzuki,Second,53092,Petrol,2017,Silver,5,19.12,6.32,7.8
544,Maruti,Suzuki,First,47072,Petrol,2017,Black,5,20.5,4.76,4.37
545,Maruti,Suzuki,First,37333,Petrol,2017,White,5,20.5,4.57,4.44
548,Honda,All,First,4642,Petrol,2022,White,5,145,14.25,13.47
549,Hyundai,i20,First,13616,Petrol,2014,Others,5,18.15,4.97,4.57
552,Datsun,redi-GO,First,1413,Petrol,2019,Silver,5,22.7,2.95,3.38
553,Toyota,Camry,First,18500,Petrol,2021,Black,5,19.16,41.75,36.79
556,Tata,Tiago,First,41407,Petrol,2018,Grey,5,23.84,4.65,4.96
557,Toyota,Corolla,First,79000,Petrol,2013,Silver,5,14.36,4.85,4.92
558,Maruti,Suzuki,First,11736,Petrol,2018,Blue,5,22,6.35,6.52
559,Honda,Jazz,First,17847,Petrol,2019,White,5,18.7,6.8,7.75
560,Maruti,Suzuki,First,10519,Petrol,2021,Brown,5,20.52,6.8,7.75
562,Mercedes-Benz,E-Class,Second,29675,Petrol,2011,White,5,12.06,11.25,13.78
563,Audi,Q2,First,20000,Petrol,2020,White,5,188,29.25,35.38
564,Maruti,Suzuki,First,47072,Petrol,2017,Black,5,20.5,4.76,4.37
565,Honda,City,Second,60621,Petrol,2016,Silver,5,18.7,7.07,7.31
566,Toyota,Yaris,First,19785,Petrol,2018,White,5,17.1,7.83,8.57
567,Honda,WR-V,First,11002,Petrol,2019,Grey,5,17.5,8.55,8.84
568,Honda,CR-V,Second,62577,Petrol,2015,Black,5,13.69999981,8.67,10.84
571,Tata,Altroz,First,7956,Petrol,2020,Grey,5,19.05,7.48,6.01
572,Maruti,Suzuki,Second,53092,Petrol,2017,Silver,5,19.12,6.32,7.8
573,Hyundai,Santro,First,2963,Petrol,2021,Blue,5,20,5.53,6.5
574,Hyundai,Verna,First,9434,Petrol,2019,Silver,5,18.7,10.37,10.58
578,Hyundai,i20,First,13616,Petrol,2014,Others,5,18.15,4.97,4.57
580,Skoda,Superb,First,44000,Petrol,2017,White,5,14.81,17.5,21.12
582,Honda,City,First,53000,Petrol,2016,Grey,5,18.7,7.75,7.58
587,Honda,Jazz,First,17847,Petrol,2019,White,5,18.7,6.8,7.75
588,Maruti,Suzuki,First,10519,Petrol,2021,Brown,5,20.52,6.8,7.75
590,Audi,Q2,First,20000,Petrol,2020,White,5,188,29.25,35.38
591,Maruti,Suzuki,First,47072,Petrol,2017,Black,5,20.5,4.76,4.37
592,Maruti,Suzuki,First,37333,Petrol,2017,White,5,20.5,4.57,4.44
593,Honda,City,Second,60621,Petrol,2016,Silver,5,18.7,7.07,7.31
594,Toyota,Yaris,First,19785,Petrol,2018,White,5,17.1,7.83,8.57
595,Honda,CR-V,Second,62577,Petrol,2015,Black,5,13.69999981,8.67,10.84
598,Tata,Altroz,First,7956,Petrol,2020,Grey,5,19.05,7.48,6.01
599,Maruti,Suzuki,Second,53092,Petrol,2017,Silver,5,19.12,6.32,7.8
600,Hyundai,Santro,First,2963,Petrol,2021,Blue,5,20,5.53,6.5
601,Hyundai,Verna,First,9434,Petrol,2019,Silver,5,18.7,10.37,10.58
604,Hyundai,i20,First,13616,Petrol,2014,Others,5,18.15,4.97,4.57
607,Maruti,Suzuki,First,41000,Petrol,2017,Blue,5,21.4,5.91,6.89
609,Honda,All,First,8624,Petrol,2022,White,5,18.4,13.65,12.87
611,Volkswagen,Taigun,First,780,Petrol,2022,Grey,5,178,18,16.41
612,Maruti,Suzuki,First,32000,Petrol,2018,Grey,5,23.2,6.95,6.68
614,Honda,Jazz,First,17847,Petrol,2019,White,5,18.7,6.8,7.75
615,Maruti,Suzuki,First,10519,Petrol,2021,Brown,5,20.52,6.8,7.75
617,Mercedes-Benz,E-Class,Second,29675,Petrol,2011,White,5,12.06,11.25,13.78
618,Audi,Q2,First,20000,Petrol,2020,White,5,188,29.25,35.38
619,Honda,City,Second,60621,Petrol,2016,Silver,5,18.7,7.07,7.31
620,Hyundai,Santro,First,2963,Petrol,2021,Blue,5,20,5.53,6.5
621,Hyundai,Verna,First,9434,Petrol,2019,Silver,5,18.7,10.37,10.58
622,Honda,WR-V,First,11002,Petrol,2019,Grey,5,17.5,8.55,8.84
624,Tata,Altroz,First,7956,Petrol,2020,Grey,5,19.05,7.48,6.01
625,Maruti,Suzuki,Second,53092,Petrol,2017,Silver,5,19.12,6.32,7.8
626,Maruti,Suzuki,First,47072,Petrol,2017,Black,5,20.5,4.76,4.37
627,Maruti,Suzuki,First,37333,Petrol,2017,White,5,20.5,4.57,4.44
630,Volkswagen,Ameo,Second,64500,Petrol,2016,Others,5,17.83,4.1,4.87
635,Maruti,Suzuki,First,23600,Petrol,2018,Brown,5,21.56,7.45,8.44
638,Honda,Jazz,First,17847,Petrol,2019,White,5,18.7,6.8,7.75
639,Maruti,Suzuki,First,10519,Petrol,2021,Brown,5,20.52,6.8,7.75
640,Mercedes-Benz,E-Class,Second,29675,Petrol,2011,White,5,12.06,11.25,13.78
641,Audi,Q2,First,20000,Petrol,2020,White,5,188,29.25,35.38
642,Hyundai,Verna,First,9434,Petrol,2019,Silver,5,18.7,10.37,10.58
644,Honda,CR-V,Second,62577,Petrol,2015,Black,5,13.69999981,8.67,10.84
648,Tata,Altroz,First,7956,Petrol,2020,Grey,5,19.05,7.48,6.01
649,Maruti,Suzuki,Second,53092,Petrol,2017,Silver,5,19.12,6.32,7.8
650,Honda,City,Second,60621,Petrol,2016,Silver,5,18.7,7.07,7.31
651,Hyundai,Santro,First,2963,Petrol,2021,Blue,5,20,5.53,6.5
652,Honda,WR-V,First,11002,Petrol,2019,Grey,5,17.5,8.55,8.84
653,Maruti,Suzuki,First,47072,Petrol,2017,Black,5,20.5,4.76,4.37
654,Maruti,Suzuki,First,37333,Petrol,2017,White,5,20.5,4.57,4.44
656,Hyundai,i20,First,13616,Petrol,2014,Others,5,18.15,4.97,4.57
658,Ford,EcoSport,Second,18014,Petrol,2019,Others,5,17,8.53,8.16
662,Maruti,Suzuki,First,49000,Petrol,2016,Red,5,21.4,5.45,5.76
667,Maruti,Suzuki,First,10519,Petrol,2021,Brown,5,20.52,6.8,7.75
669,Mercedes-Benz,E-Class,Second,29675,Petrol,2011,White,5,12.06,11.25,13.78
672,Maruti,Suzuki,Second,53092,Petrol,2017,Silver,5,19.12,6.32,7.8
673,Honda,City,Second,60621,Petrol,2016,Silver,5,18.7,7.07,7.31
674,Hyundai,Santro,First,2963,Petrol,2021,Blue,5,20,5.53,6.5
675,Toyota,Yaris,First,19785,Petrol,2018,White,5,17.1,7.83,8.57
676,Maruti,Suzuki,First,47072,Petrol,2017,Black,5,20.5,4.76,4.37
677,Maruti,Suzuki,First,37333,Petrol,2017,White,5,20.5,4.57,4.44
679,Hyundai,i20,First,13616,Petrol,2014,Others,5,18.15,4.97,4.57
680,Mercedes-Benz,E-Class,Second,69000,Petrol,2012,Black,5,12.06,10.5,11.76
681,Maruti,Suzuki,Second,64321,Petrol,2009,Silver,5,18.7,2.15,2.12
684,Honda,City,First,58378,Petrol,2015,Brown,5,18.7,5.25,6.17
686,Volkswagen,Taigun,First,780,Petrol,2022,Grey,5,178,18,16.41
687,Maruti,Suzuki,First,11736,Petrol,2018,Blue,5,22,6.35,6.52
688,Honda,Jazz,First,17847,Petrol,2019,White,5,18.7,6.8,7.75
689,Maruti,Suzuki,First,10519,Petrol,2021,Brown,5,20.52,6.8,7.75
691,Mercedes-Benz,E-Class,Second,29675,Petrol,2011,White,5,12.06,11.25,13.78
692,Audi,Q2,First,20000,Petrol,2020,White,5,188,29.25,35.38
693,Honda,City,Second,60621,Petrol,2016,Silver,5,18.7,7.07,7.31
694,Hyundai,Santro,First,2963,Petrol,2021,Blue,5,20,5.53,6.5
695,Hyundai,Verna,First,9434,Petrol,2019,Silver,5,18.7,10.37,10.58
696,Toyota,Yaris,First,19785,Petrol,2018,White,5,17.1,7.83,8.57
697,Honda,WR-V,First,11002,Petrol,2019,Grey,5,17.5,8.55,8.84
698,Honda,CR-V,Second,62577,Petrol,2015,Black,5,13.69999981,8.67,10.84
702,Tata,Altroz,First,7956,Petrol,2020,Grey,5,19.05,7.48,6.01
703,Maruti,Suzuki,Second,53092,Petrol,2017,Silver,5,19.12,6.32,7.8
704,Maruti,Suzuki,First,47072,Petrol,2017,Black,5,20.5,4.76,4.37
705,Maruti,Suzuki,First,37333,Petrol,2017,White,5,20.5,4.57,4.44
708,Honda,All,First,4642,Petrol,2022,White,5,145,14.25,13.47
709,Hyundai,i20,First,13616,Petrol,2014,Others,5,18.15,4.97,4.57
711,Mercedes-Benz,E-Class,First,47945,Petrol,2017,Black,5,12.06,43.85,37.5
713,Honda,Amaze,First,36471,Petrol,2021,White,5,19,9.2,7.99
715,Mercedes-Benz,GLC,First,25000,Petrol,2021,White,4,18.7,40,42.71
717,Honda,CR-V,First,29000,Petrol,2015,Silver,5,18.7,1.11,1.09
718,Maruti,Suzuki,First,11736,Petrol,2018,Blue,5,22,6.35,6.52
719,Honda,Jazz,First,17847,Petrol,2019,White,5,18.7,6.8,7.75
721,Mercedes-Benz,E-Class,Second,29675,Petrol,2011,White,5,12.06,11.25,13.78
722,Audi,Q2,First,20000,Petrol,2020,White,5,188,29.25,35.38
723,Hyundai,Santro,First,2963,Petrol,2021,Blue,5,20,5.53,6.5
724,Toyota,Yaris,First,19785,Petrol,2018,White,5,17.1,7.83,8.57
725,Honda,WR-V,First,11002,Petrol,2019,Grey,5,17.5,8.55,8.84
726,Hyundai,Verna,First,9434,Petrol,2019,Silver,5,18.7,10.37,10.58
727,Honda,City,Second,60621,Petrol,2016,Silver,5,18.7,7.07,7.31
729,Honda,CR-V,Second,62577,Petrol,2015,Black,5,13.69999981,8.67,10.84
731,Tata,Altroz,First,7956,Petrol,2020,Grey,5,19.05,7.48,6.01
732,Maruti,Suzuki,Second,53092,Petrol,2017,Silver,5,19.12,6.32,7.8
735,Maruti,Suzuki,First,47072,Petrol,2017,Black,5,20.5,4.76,4.37
736,Maruti,Suzuki,First,37333,Petrol,2017,White,5,20.5,4.57,4.44
741,Ford,Fiesta,First,31575,Petrol,2011,Silver,5,11.7,1.95,2.29
743,Maruti,Suzuki,First,49000,Petrol,2016,Red,5,21.4,5.45,5.76
745,Honda,Mobilio,Second,47480,Petrol,2015,Gold,7,17.3,5.25,5.77
747,Maruti,Suzuki,First,11736,Petrol,2018,Blue,5,22,6.35,6.52
748,Maruti,Suzuki,First,10519,Petrol,2021,Brown,5,20.52,6.8,7.75
750,Audi,Q2,First,20000,Petrol,2020,White,5,188,29.25,35.38
751,Honda,City,Second,60621,Petrol,2016,Silver,5,18.7,7.07,7.31
752,Hyundai,Santro,First,2963,Petrol,2021,Blue,5,20,5.53,6.5
753,Toyota,Yaris,First,19785,Petrol,2018,White,5,17.1,7.83,8.57
755,Honda,CR-V,Second,62577,Petrol,2015,Black,5,13.69999981,8.67,10.84
757,Maruti,Suzuki,Second,53092,Petrol,2017,Silver,5,19.12,6.32,7.8
758,Maruti,Suzuki,First,47072,Petrol,2017,Black,5,20.5,4.76,4.37
759,Maruti,Suzuki,First,37333,Petrol,2017,White,5,20.5,4.57,4.44
762,Volkswagen,Ameo,Second,64500,Petrol,2016,Others,5,17.83,4.1,4.87
764,Maruti,Suzuki,First,41000,Petrol,2017,Blue,5,21.4,5.91,6.89
766,Honda,City,First,65000,Petrol,2015,Maroon,5,18.7,5.65,6.15
767,Ford,EcoSport,First,27000,Petrol,2015,Silver,5,15.6,5.45,6.43
768,Volkswagen,Taigun,First,780,Petrol,2022,Grey,5,178,18,16.41
769,Kia,Sonet,First,14405,Petrol,2021,Silver,5,18.2,11,9.42
770,Maruti,Suzuki,First,11736,Petrol,2018,Blue,5,22,6.35,6.52
771,Maruti,Suzuki,First,10519,Petrol,2021,Brown,5,20.52,6.8,7.75
773,Mercedes-Benz,E-Class,Second,29675,Petrol,2011,White,5,12.06,11.25,13.78
774,Audi,Q2,First,20000,Petrol,2020,White,5,188,29.25,35.38
775,Honda,City,Second,60621,Petrol,2016,Silver,5,18.7,7.07,7.31
776,Hyundai,Santro,First,2963,Petrol,2021,Blue,5,20,5.53,6.5
777,Toyota,Yaris,First,19785,Petrol,2018,White,5,17.1,7.83,8.57
778,Honda,WR-V,First,11002,Petrol,2019,Grey,5,17.5,8.55,8.84
779,Honda,CR-V,Second,62577,Petrol,2015,Black,5,13.69999981,8.67,10.84
783,Maruti,Suzuki,Second,53092,Petrol,2017,Silver,5,19.12,6.32,7.8
784,Maruti,Suzuki,First,47072,Petrol,2017,Black,5,20.5,4.76,4.37
787,Honda,All,First,4642,Petrol,2022,White,5,145,14.25,13.47
790,Mercedes-Benz,E-Class,Second,31267,Petrol,2017,White,5,12.06,41,37.03
792,Honda,City,First,65000,Petrol,2015,Maroon,5,18.7,5.65,6.15
794,Maruti,Suzuki,First,11736,Petrol,2018,Blue,5,22,6.35,6.52
795,Honda,Jazz,First,17847,Petrol,2019,White,5,18.7,6.8,7.75
796,Maruti,Suzuki,First,10519,Petrol,2021,Brown,5,20.52,6.8,7.75
798,Mercedes-Benz,E-Class,Second,29675,Petrol,2011,White,5,12.06,11.25,13.78
799,Honda,City,Second,60621,Petrol,2016,Silver,5,18.7,7.07,7.31
800,Hyundai,Santro,First,2963,Petrol,2021,Blue,5,20,5.53,6.5
801,Hyundai,Verna,First,9434,Petrol,2019,Silver,5,18.7,10.37,10.58
802,Toyota,Yaris,First,19785,Petrol,2018,White,5,17.1,7.83,8.57
803,Honda,WR-V,First,11002,Petrol,2019,Grey,5,17.5,8.55,8.84
804,Honda,CR-V,Second,62577,Petrol,2015,Black,5,13.69999981,8.67,10.84
808,Maruti,Suzuki,Second,53092,Petrol,2017,Silver,5,19.12,6.32,7.8
809,Maruti,Suzuki,First,47072,Petrol,2017,Black,5,20.5,4.76,4.37
812,Honda,All,First,4642,Petrol,2022,White,5,145,14.25,13.47
813,Hyundai,i20,First,13616,Petrol,2014,Others,5,18.15,4.97,4.57
816,Maruti,Suzuki,First,11736,Petrol,2018,Blue,5,22,6.35,6.52
818,Honda,Civic,First,29000,Petrol,2019,Silver,5,16.5,16.9,17.02
820,Honda,City,First,49011,Petrol,2017,Grey,5,18,8.15,9.61
821,Honda,Jazz,First,76200,Petrol,2018,Brown,5,18.2,5.25,7.19
822,Skoda,Rapid,First,42000,Petrol,2018,White,5,14.3,8.1,8.07
823,Honda,Jazz,First,17847,Petrol,2019,White,5,18.7,6.8,7.75
824,Maruti,Suzuki,First,10519,Petrol,2021,Brown,5,20.52,6.8,7.75
826,Mercedes-Benz,E-Class,Second,29675,Petrol,2011,White,5,12.06,11.25,13.78
827,Audi,Q2,First,20000,Petrol,2020,White,5,188,29.25,35.38
828,Honda,City,Second,60621,Petrol,2016,Silver,5,18.7,7.07,7.31
829,Hyundai,Santro,First,2963,Petrol,2021,Blue,5,20,5.53,6.5
830,Hyundai,Verna,First,9434,Petrol,2019,Silver,5,18.7,10.37,10.58
831,Toyota,Yaris,First,19785,Petrol,2018,White,5,17.1,7.83,8.57
832,Honda,WR-V,First,11002,Petrol,2019,Grey,5,17.5,8.55,8.84
834,Honda,CR-V,Second,62577,Petrol,2015,Black,5,13.69999981,8.67,10.84
836,Tata,Altroz,First,7956,Petrol,2020,Grey,5,19.05,7.48,6.01
837,Maruti,Suzuki,Second,53092,Petrol,2017,Silver,5,19.12,6.32,7.8
838,Maruti,Suzuki,First,47072,Petrol,2017,Black,5,20.5,4.76,4.37
839,Maruti,Suzuki,First,37333,Petrol,2017,White,5,20.5,4.57,4.44
842,Volkswagen,Ameo,Second,64500,Petrol,2016,Others,5,17.83,4.1,4.87
843,Hyundai,Grand,First,23000,Petrol,2017,White,5,19.77,4.4,4.63
847,Audi,Q5,Second,43000,Petrol,2011,Brown,5,6.44,10.25,13.35
848,Honda,CR-V,First,29000,Petrol,2015,Silver,5,6.44,10.25,13.35
851,Maruti,Suzuki,First,10519,Petrol,2021,Brown,5,20.52,6.8,7.75
853,Mercedes-Benz,E-Class,Second,29675,Petrol,2011,White,5,12.06,11.25,13.78
854,Audi,Q2,First,20000,Petrol,2020,White,5,188,29.25,35.38
855,Hyundai,Santro,First,2963,Petrol,2021,Blue,5,20,5.53,6.5
856,Toyota,Yaris,First,19785,Petrol,2018,White,5,17.1,7.83,8.57
857,Hyundai,Verna,First,9434,Petrol,2019,Silver,5,18.7,10.37,10.58
858,Honda,City,Second,60621,Petrol,2016,Silver,5,18.7,7.07,7.31
860,Honda,CR-V,Second,62577,Petrol,2015,Black,5,13.69999981,8.67,10.84
862,Tata,Altroz,First,7956,Petrol,2020,Grey,5,19.05,7.48,6.01
863,Maruti,Suzuki,Second,53092,Petrol,2017,Silver,5,19.12,6.32,7.8
865,Maruti,Suzuki,First,47072,Petrol,2017,Black,5,20.5,4.76,4.37
866,Maruti,Suzuki,First,37333,Petrol,2017,White,5,20.5,4.57,4.44
870,Hyundai,Elantra,First,71395,Petrol,2016,White,5,15,10.9,9.34
872,Maruti,Suzuki,First,43700,Petrol,2011,Grey,5,18.6,2.95,3.14
874,Maruti,Suzuki,First,330000,Petrol,2014,Silver,5,19.1,4.5,4.21
875,Hyundai,Elantra,First,82000,Petrol,2015,Silver,5,16.3,7.25,9.11
876,Honda,City,First,35000,Petrol,2016,Grey,5,18.7,6.99,7.22
877,Honda,Jazz,First,17847,Petrol,2019,White,5,18.7,6.8,7.75
878,Maruti,Suzuki,First,10519,Petrol,2021,Brown,5,20.52,6.8,7.75
880,Audi,Q2,First,20000,Petrol,2020,White,5,188,29.25,35.38
881,Honda,City,Second,60621,Petrol,2016,Silver,5,18.7,7.07,7.31
882,Hyundai,Santro,First,2963,Petrol,2021,Blue,5,20,5.53,6.5
883,Toyota,Yaris,First,19785,Petrol,2018,White,5,17.1,7.83,8.57
884,Honda,WR-V,First,11002,Petrol,2019,Grey,5,17.5,8.55,8.84
886,Honda,CR-V,Second,62577,Petrol,2015,Black,5,13.69999981,8.67,10.84
888,Tata,Altroz,First,7956,Petrol,2020,Grey,5,19.05,7.48,6.01
889,Maruti,Suzuki,Second,53092,Petrol,2017,Silver,5,19.12,6.32,7.8
890,Maruti,Suzuki,First,47072,Petrol,2017,Black,5,20.5,4.76,4.37
894,Volkswagen,Ameo,Second,64500,Petrol,2016,Others,5,17.83,4.1,4.87
897,Hyundai,Elite,First,20285,Petrol,2017,Red,5,18.6,5.91,6.01
899,Hyundai,Elite,First,43956,Petrol,2015,Silver,5,18.6,5.21,5.41
900,Maruti,Suzuki,First,49000,Petrol,2016,Red,5,21.4,5.45,5.76
901,Maruti,Suzuki,First,3586,Petrol,2022,Blue,6,138,13.82,11.64
904,Maruti,Suzuki,First,11736,Petrol,2018,Blue,5,22,6.35,6.52
905,Honda,Jazz,First,17847,Petrol,2019,White,5,18.7,6.8,7.75
907,Mercedes-Benz,E-Class,Second,29675,Petrol,2011,White,5,12.06,11.25,13.78
908,Audi,Q2,First,20000,Petrol,2020,White,5,188,29.25,35.38
909,Maruti,Suzuki,First,47072,Petrol,2017,Black,5,20.5,4.76,4.37
910,Maruti,Suzuki,First,37333,Petrol,2017,White,5,20.5,4.57,4.44
911,Honda,City,Second,60621,Petrol,2016,Silver,5,18.7,7.07,7.31
912,Toyota,Yaris,First,19785,Petrol,2018,White,5,17.1,7.83,8.57
913,Honda,WR-V,First,11002,Petrol,2019,Grey,5,17.5,8.55,8.84
914,Honda,CR-V,Second,62577,Petrol,2015,Black,5,13.69999981,8.67,10.84
918,Maruti,Suzuki,Second,53092,Petrol,2017,Silver,5,19.12,6.32,7.8
919,Hyundai,Santro,First,2963,Petrol,2021,Blue,5,20,5.53,6.5
920,Hyundai,Verna,First,9434,Petrol,2019,Silver,5,18.7,10.37,10.58
924,Hyundai,i20,First,13616,Petrol,2014,Others,5,18.15,4.97,4.57
928,Honda,Jazz,First,26000,Petrol,2015,White,5,19,5.98,5.75
929,Volkswagen,Vento,First,27000,Petrol,2020,White,5,17.6,8.5,9.79
933,Hyundai,i20,First,14956,Petrol,2013,White,5,15.04,4.75,4.37
934,Maruti,Suzuki,First,11736,Petrol,2018,Blue,5,22,6.35,6.52
935,Honda,Jazz,First,17847,Petrol,2019,White,5,18.7,6.8,7.75
936,Maruti,Suzuki,First,10519,Petrol,2021,Brown,5,20.52,6.8,7.75
938,Mercedes-Benz,E-Class,Second,29675,Petrol,2011,White,5,12.06,11.25,13.78
939,Audi,Q2,First,20000,Petrol,2020,White,5,188,29.25,35.38
940,Honda,WR-V,First,11002,Petrol,2019,Grey,5,17.5,8.55,8.84
941,Hyundai,Verna,First,9434,Petrol,2019,Silver,5,18.7,10.37,10.58
942,Honda,City,Second,60621,Petrol,2016,Silver,5,18.7,7.07,7.31
944,Honda,CR-V,Second,62577,Petrol,2015,Black,5,13.69999981,8.67,10.84
946,Tata,Altroz,First,7956,Petrol,2020,Grey,5,19.05,7.48,6.01
947,Maruti,Suzuki,Second,53092,Petrol,2017,Silver,5,19.12,6.32,7.8
950,Maruti,Suzuki,First,47072,Petrol,2017,Black,5,20.5,4.76,4.37
951,Maruti,Suzuki,First,37333,Petrol,2017,White,5,20.5,4.57,4.44
954,Hyundai,i20,First,13616,Petrol,2014,Others,5,18.15,4.97,4.57
956,Maruti,Suzuki,Second,16840,Petrol,2012,Red,5,15,2.95,2.71
959,Honda,City,Third,61000,Petrol,2014,Red,5,18.7,4.65,5.17
961,Honda,Civic,First,29000,Petrol,2019,Silver,5,16.5,16.9,17.02
962,Maruti,Suzuki,First,11736,Petrol,2018,Blue,5,22,6.35,6.52
963,Honda,Jazz,First,17847,Petrol,2019,White,5,18.7,6.8,7.75
964,Maruti,Suzuki,First,10519,Petrol,2021,Brown,5,20.52,6.8,7.75
966,Mercedes-Benz,E-Class,Second,29675,Petrol,2011,White,5,12.06,11.25,13.78
967,Audi,Q2,First,20000,Petrol,2020,White,5,188,29.25,35.38
968,Honda,City,Second,60621,Petrol,2016,Silver,5,18.7,7.07,7.31
969,Hyundai,Santro,First,2963,Petrol,2021,Blue,5,20,5.53,6.5
970,Hyundai,Verna,First,9434,Petrol,2019,Silver,5,18.7,10.37,10.58
971,Toyota,Yaris,First,19785,Petrol,2018,White,5,17.1,7.83,8.57
972,Honda,WR-V,First,11002,Petrol,2019,Grey,5,17.5,8.55,8.84
974,Honda,CR-V,Second,62577,Petrol,2015,Black,5,13.69999981,8.67,10.84
976,Tata,Altroz,First,7956,Petrol,2020,Grey,5,19.05,7.48,6.01
977,Maruti,Suzuki,Second,53092,Petrol,2017,Silver,5,19.12,6.32,7.8
978,Maruti,Suzuki,First,47072,Petrol,2017,Black,5,20.5,4.76,4.37
979,Maruti,Suzuki,First,37333,Petrol,2017,White,5,20.5,4.57,4.44
984,Volkswagen,Ameo,Second,64500,Petrol,2016,Others,5,17.83,4.1,4.87
986,Maruti,Suzuki,Second,31000,Petrol,2017,Blue,5,19.12,6.95,7.47
990,Maruti,Suzuki,First,11736,Petrol,2018,Blue,5,22,6.35,6.52
993,Mercedes-Benz,C-Class,Second,61475,Petrol,2015,Black,5,14.74,22.75,21.06
994,Honda,Jazz,First,17847,Petrol,2019,White,5,18.7,6.8,7.75
995,Maruti,Suzuki,First,10519,Petrol,2021,Brown,5,20.52,6.8,7.75
997,Mercedes-Benz,E-Class,Second,29675,Petrol,2011,White,5,12.06,11.25,13.78
998,Audi,Q2,First,20000,Petrol,2020,White,5,188,29.25,35.38
999,Honda,City,Second,60621,Petrol,2016,Silver,5,18.7,7.07,7.31
1000,Hyundai,Santro,First,2963,Petrol,2021,Blue,5,20,5.53,6.5
1001,Hyundai,Verna,First,9434,Petrol,2019,Silver,5,18.7,10.37,10.58
1002,Toyota,Yaris,First,19785,Petrol,2018,White,5,17.1,7.83,8.57
1003,Honda,WR-V,First,11002,Petrol,2019,Grey,5,17.5,8.55,8.84
1004,Honda,CR-V,Second,62577,Petrol,2015,Black,5,13.69999981,8.67,10.84
1005,Tata,Altroz,First,7956,Petrol,2020,Grey,5,19.05,7.48,6.01
1006,Maruti,Suzuki,Second,53092,Petrol,2017,Silver,5,19.12,6.32,7.8
1007,Maruti,Suzuki,First,37333,Petrol,2017,White,5,20.5,4.57,4.44
1012,Volkswagen,Ameo,Second,64500,Petrol,2016,Others,5,17.83,4.1,4.87
1014,Maruti,Suzuki,First,15984,Petrol,2018,Silver,5,21.21,6.85,6.81
1015,Hyundai,Elite,First,20285,Petrol,2017,Red,5,18.6,5.91,6.01
1016,Datsun,redi-GO,First,1413,Petrol,2019,Silver,5,22.7,2.95,3.38
1017,Honda,City,First,35000,Petrol,2016,Grey,5,18.7,6.99,7.22
1018,Mercedes-Benz,E-Class,Second,69000,Petrol,2012,Black,5,12.06,10.5,11.76
1019,Ford,EcoSport,First,27000,Petrol,2015,Silver,5,15.6,5.45,6.43
1022,Maruti,Suzuki,First,11736,Petrol,2018,Blue,5,22,6.35,6.52
1023,Maruti,Suzuki,First,10519,Petrol,2021,Brown,5,20.52,6.8,7.75
1025,Audi,Q2,First,20000,Petrol,2020,White,5,188,29.25,35.38
1026,Maruti,Suzuki,First,47072,Petrol,2017,Black,5,20.5,4.76,4.37
1027,Maruti,Suzuki,First,37333,Petrol,2017,White,5,20.5,4.57,4.44
1028,Toyota,Yaris,First,19785,Petrol,2018,White,5,17.1,7.83,8.57
1029,Honda,WR-V,First,11002,Petrol,2019,Grey,5,17.5,8.55,8.84
1030,Honda,CR-V,Second,62577,Petrol,2015,Black,5,13.69999981,8.67,10.84
1034,Tata,Altroz,First,7956,Petrol,2020,Grey,5,19.05,7.48,6.01
1035,Maruti,Suzuki,Second,53092,Petrol,2017,Silver,5,19.12,6.32,7.8
1036,Hyundai,Verna,First,9434,Petrol,2019,Silver,5,18.7,10.37,10.58
1040,Hyundai,i20,First,13616,Petrol,2014,Others,5,18.15,4.97,4.57
1042,Hyundai,Creta,First,16000,Petrol,2021,White,5,17,18.45,16.81
1043,Ford,Fiesta,First,31575,Petrol,2011,Silver,5,11.7,1.95,2.29
1044,Maruti,Suzuki,First,29453,Petrol,2021,Grey,6,19.01,10.75,10.7
